rkd_term,aat_id,aat_labels,broader_terms
glaswerker,300025283,glass-worker; glass-workers; glassworker; glassworker's; glassworkers; glassworkers'; glaswerker; glaswerkers,people in crafts and trades; people in crafts and trades by material; personen in ambachten en beroepen; personen in ambachten en beroepen naar materiaal
boerenstand,300025939,boerenstand; peasantry,"classes, social; social class; social classes; social classes by specific type; sociale klas; sociale klasse naar specifiek type; sociale klassen; sociale klassen naar specifiek type"
aspergetang,300207633,"asparagus tongs; aspergetang; aspergetangen; tongs, asparagus","food tongs; gerei voor het opdienen van voedsel; kitchen tongs; serving tongs; tang voor het opdienen van voedsel; tangen voor het opdienen van voedsel; tongs, food; tongs, kitchen; utensils for serving food"
aansteker,300265545,aansteker; aanstekers; lighter; lighters,equipment by process; fire-making and controlling equipment; firemaking equipment; uitrusting naar proces; vuurmakende en beheersende uitrusting
dekschaal,300198294,"dekschaal; dekschalen; dishes, serving; serving dish; serving dishes",dish; dishes; food plate; schaal; schalen; vaatwerk voor het opdienen en consumeren van voedsel; vessels for serving and consuming food
collectebus,300263336,"boxes, collection; collectebus; collectebussen; collecting boxes; collection box; collection boxes; collection-boxes; oblation boxes; oblation-boxes; oblations boxes; offerblok; offerblokken; offerbus; offerbussen; offering boxes; offertory boxes; offertory-boxes",containers by function or context; containers for exchange media; houders naar functie of context; houders voor ruilmiddelen
offerschaal,300198819,"alms basins; alms dish; alms dishes; altar dishes; collecteschaal; collecteschalen; collection dishes; collection plates; dishes, alms; offerschaal; offerschalen","containers, liturgical; liturgical container; liturgical containers; liturgical vessel; liturgical vessels; liturgisch vat; liturgische houder; liturgische houders; liturgische vaten; vessels, liturgical"
servetring,300043085,"napkin ring; napkin rings; ring, napkin; rings, napkin; servethouder; servethouders; servetring; servetringen",accessory containers for food service; containers for serving and consuming food; houder behorende bij het opdienen van voedsel; houders behorende bij het opdienen van voedsel; houders voor het opdienen en consumeren van voedsel
sauskom,300218762,"boat, gravy; boats, gravy; gravy boats; gravy-boats; sauce boats; sauce-boats; sauceboat; sauceboats; sauciere; saucières; sauskom; sauskom en schotel; sauskommen; sauskommen en schotels",containers for serving and consuming food; houders voor het opdienen en consumeren van voedsel; vaatwerk voor het opdienen en consumeren van voedsel; vessels for serving and consuming food
tafelmiddenstuk,300043082,center pieces; centerpiece; centerpieces; centre-piece; centre-pieces; centrepiece; centrepieces; pièce de milieu; pièces de milieu; tafelmiddenstuk; tafelmiddenstukken,furnishing; furnishings; furnishings by location or context; interieurinrichting; interieurinrichting naar locatie of context
sigarendoos,300221187,"boxes, cigar; cigar box; cigar boxes; cigar-boxes; sigarendoos; sigarendozen",cigar container; cigar containers; containers for smoking &amp; tobacco; containers for smoking and tobacco use; houders voor roken en tabakgebruik; sigaren- en sigarettenbeker; sigaren- en sigarettenbekers
vingerkom,300042958,"bowls, finger; finger bowl; finger bowls; vingerkom; vingerkommen",accessory containers for food service; containers for serving and consuming food; houder behorende bij het opdienen van voedsel; houders behorende bij het opdienen van voedsel; houders voor het opdienen en consumeren van voedsel
batterijpruik,300210856,"batterijpruik; batterijpruiken; bob wig; bob wigs; bob-wigs; bobs; korte pruik; korte pruiken; wigs, bob",hair adornments; pruik; pruiken; wig; wigs
kwarts,300011132,kwarts; quartz,anorganisch materiaal; inorganic material; mineraal; mineral; minerals
fruitschaal,300042959,"bowl, fruit; bowls, fruit; fruit bowl; fruit bowls; fruit-bowls; fruitschaal; fruitschalen; vruchtenschaal; vruchtenschalen",containers for serving and consuming food; houders voor het opdienen en consumeren van voedsel; vaatwerk voor het opdienen en consumeren van voedsel; vessels for serving and consuming food
taartschep,300200718,"forks, pie; hot-pan lifters; lifter, pie; lifters, hot-pan; lifters, pie; pie forks; pie lifter; pie lifters; taartschep; taartscheppen",culinary equipment for preparing and cooking food; culinary tools for handling food or culinary equipment; food handling tool; food handling tools; keukengereedschap voor het hanteren van voedsel; keukengerei voor het bereiden en koken van voedsel
blekerij,300006329,bleacheries; bleachery; bleachworks; blekerij; blekerijen,"industrial structure; industrial structures; industriële bouwconstructie; industriële bouwconstructies; structures, industrial; structures, textile mill; textielnijverheidsbouwconstructies; textile mill structure; textile mill structures"
woonkamer,300004435,"living room; living rooms; lounge rooms; rooms, living; woonkamer; woonkamers; woonvertrekken",kamers en ruimten naar functie; rooms and spaces by function; social and sitting spaces; sociale en zitruimten
boekdrukker,300025732,boekdrukker; boekdrukkers; drukker; drukkers; printer; printer's; printers; printers',people in crafts and trades by activity; people in the printing industry; personen in ambachten en beroepen naar activiteit; personen in de grafische industrie
natuurlijke veroudering,300379589,"aging, natural; natural ageing; natural aging; naturally aged; natuurlijke veroudering","fysico-chemische procedés; physicochemical process; physicochemical processes; procedés en technieken naar specifiek type; processes and techniques by specific type; processes, physicochemical"
schraag,300041253,schraag; schragen; trestle; trestles,"basementen: meubelonderdelen; bases for furniture; components, furniture; furniture component; furniture components; meubelonderdeel; meubelonderdelen"
scherf,300117132,scherf; scherven; shards; sherd; sherds,"delen of aspecten van objecten; fragment; fragmenten; fragments; object portion; object portions; objectoverblijfsel; objectoverblijfsels; portions, object"
tatoeëerder,300025184,"artists, tattoo; tatoeëerder; tatoeëerders; tattoists; tattoo artist; tattoo artist's; tattoo artists; tattoo artists'; tattooer; tattooers",people in the visual arts and related occupations; people in visual arts-related occupations; personen in beroepen met betrekking tot de visuele kunsten; personen in de visuele kunsten en aanverwante beroepen
spiegelmaker,300403950,"makers, mirror; mirror maker; mirror makers; mirror-makers; spiegelmaker; spiegelmakers",people in crafts and trades; people in crafts and trades by product; personen in ambachten en beroepen; personen in ambachten en beroepen naar product
legplank,300165847,legplank; legplanken; schappen; shelf; shelves,"components, furnishings; components, furniture; furnishings component; furnishings components; furniture component; furniture components; interieurinrichtingsonderdelen; meubelonderdeel; meubelonderdelen"
pagodemouw,300253741,"pagoda sleeve; pagoda sleeves; pagodemouw; pagodemouwen; sleeves, pagoda","components, costume; costume component; costume components; kledingonderdeel; kledingonderdelen; mouw; mouwen; sleeve; sleeves"
ballonmouw,300253723,"ballonmouw; ballonmouwen; french gigot sleeves; gigot sleeves; gigot-sleeves; leg of mutton sleeves; leg-o'mutton sleeves; leg-of-mutton sleeve; leg-of-mutton sleeves; schapenboutmouw; schapenboutmouwen; sleeves, gigot; sleeves, leg of mutton; sleeves, leg-o'mutton; sleeves, leg-of-mutton","components, costume; costume component; costume components; kledingonderdeel; kledingonderdelen; mouw; mouwen; sleeve; sleeves"
tournure,300210580,"bottoms, false; bums; bums, false; bustle; bustles; cork rumps; cul-de-paris; culs postiches; culs-de-paris; false bottoms; false bums; queue; queue de paris; queues; rolls, bum; rumps; rumps, cork; tournure; tournures",ondergoed; ondergoed en accessoires voor vorming en ondersteuning; onderkleding; underclothes; underclothing; undergarments; underlinens; underthings; underwear; underwear and accessories for shaping and supporting
heuppanier,300216740,heuppanier; heuppaniers; heuppannier; heuppanniers; panier; paniers; pannier; pannieres; panniers; side hoop,ondergoed; ondergoed en accessoires voor vorming en ondersteuning; onderkleding; underclothes; underclothing; undergarments; underlinens; underthings; underwear; underwear and accessories for shaping and supporting
koorleider,300252053,koorleider; koorleiders; precentor; precentor's; precentors; precentors'; voorzanger; voorzangers,"conductor; conductor's; conductors; conductors'; directors, music; dirigent; dirigenten; music directors; musici; musician; musician's; musicians; musicians'; musicus; muzikant; muzikanten"
universiteitsgebouw,300448928,"buildings, university; universiteitsgebouw; universiteitsgebouwen; university building; university buildings",buildings for university or college; scholen naar onderwijsniveau; school buildings by level of education; school naar onderwijsniveau; universiteit en hogeschool; universiteiten en hogescholen
zilverdraad,300395639,"silver thread; silver threads; thread, silver; zilverdraad","fiber; fibers; fibre; fibres; fibril; metaaldraad; metal fiber; metal filaments; metal thread; metal threads; metallic fiber; metallic fibre; metallic thread; thread, metal; vezel"
kwabstijl,300021165,auricular; knorpelwork; kwabornament; kwabstijl; lobate; oorschelpstijl,"kunstnijverheidsstijlen van renaissance en barok; renaissance- en barokstijl; renaissance- en barokstijlen; renaissance-baroque decorative arts style; renaissance-baroque decorative arts styles; renaissance-baroque style; renaissance-baroque styles; styles, renaissance-baroque; styles, renaissance-baroque decorative arts"
diagonaal,300010276,diagonaal; diagonal; diagonalen; oblique,"attribute, positional; attributes, positional; positional attribute; positional attributes; positional attributes by orientation; positionele kenmerken; positionele kenmerken naar oriëntatie"
lichtblauw,300129405,"blue, light; centroid color 181; lichtblauw; light blue","blauwe kleuren; blue color; blue colors; chromatic colors; chromatische kleuren; colors, blue"
lichtroze,300126055,"centroid color 4; lichtroze; light pink; pink, light","chromatic colors; chromatische kleuren; colors, pink; pink color; pink colors; roze kleuren"
deklaag,300014907,"coat; coating; coating, surface; deklaag; surface coating",materiaal; materiaal naar functie; material; materialen; materialen naar functie; materials; materials by function
coromandelhout,300012059,coromandel ebony; coromandelhout; diospyros melanoxylon; east indian ebony; macassar ebony,ebbenhout; ebony; hardhout; hardwood; hardwoods; loofhout
gebakschaal,300043000,"cake plate; cake plates; cake trays; gebakbord; gebakborden; gebakbordje; gebakbordjes; gebakschaal; gebakschalen; plates, cake; taartbordje; taartbordjes; taartschaal; taartschalen",containers for serving and consuming food; houders voor het opdienen en consumeren van voedsel; vaatwerk voor het opdienen en consumeren van voedsel; vessels for serving and consuming food
bijtring,300256325,"bijtring; bijtringen; ring, teething; rings, teething; teething ring; teething rings","benodigdheden voor kinderverzorging; child care equipment; equipment, child care; equipment, personal; personal equipment; persoonlijke uitrusting; uitrusting voor persoonlijk gebruik"
krat,300194527,"crate; crate, shipping; crates; crates, shipping; krat; kratten; shipping crate; shipping crates",container; containers; containers by form; houder; houder naar vorm; houders; houders naar vorm
gekanteld,300250429,gekanteld; inclination; inclined; tilt; tilted,"attribute, positional; attributes, positional; positional attribute; positional attributes; positional attributes by relative position; positionele kenmerken; positionele kenmerken naar relatieve positie"
bovenkant,300190710,bovenkant; bovenkanten; top; tops,"components by general context; delen of aspecten van objecten; object portion; object portions; onderdeel naar algemene context; onderdelen naar algemene context; portions, object"
onderkant,300190695,bottom; bottoms; onderkant; onderkanten,"components by general context; delen of aspecten van objecten; object portion; object portions; onderdeel naar algemene context; onderdelen naar algemene context; portions, object"
voorkant,300190703,front; fronts; voorkant; voorkanten,"components by general context; delen of aspecten van objecten; object portion; object portions; onderdeel naar algemene context; onderdelen naar algemene context; portions, object"
nationaliteit,300379842,nationaliteit; nationaliteiten; nationalities; nationality,"begrippen met betrekking tot cultuur; concepts, culture-related; culture and related concepts; culture-related concept; culture-related concepts; cultuur en aanverwante begrippen; cultuurgerelateerd concept; cultuurgerelateerde concepten"
reuzenpanda,300310633,ailuropoda melanoleuca; giant panda; giant pandas; panda bears; reuzenpanda,ailuropod; ailuropoda; ailuropods; bear; bears; beer; beren; ursidae
messenlegger,300043083,"knife rest; knife rests; knife-rests; messenlegger; messenleggers; rest, knife; rests, knife","aanvullend tafelgerei; accessory table equipment; culinair gerei voor het opdienen en consumeren van voedsel; culinary equipment for serving and consuming food; equipment, accessory table; food service accessories"
taxidermie,300053628,opzetten; taxidermie; taxidermy,object-making processes and techniques; procedés en technieken naar specifiek type; processes and techniques by specific type; voorwerpvervaardigingsprocedés en -technieken
observatie,300343797,observatie; observation; observations; waarneming; watching,"abstracte begrippen; associated concepts; concepts, functional; functional concept; functional concepts; functionele begrippen"
muurbedekking,300037353,"coverings, wall; muurbedekking; muurbedekkingen; wall covering; wall coverings; wall-coverings; wallcoverings",bedekkingen en voorhangen naar locatie of context; bedekkingen en voorhangen voor oppervlakte-elementen; coverings and hangings by location or context; coverings and hangings for surface elements
dansmeesterviool,300042223,dansmeesterviolen; dansmeesterviool; dansmeesterviooltje; dansmeesterviooltjes; kit; kits; kyttes; pochettes; zakviolen; zakviool,fedylles; ffidils; fiddle; fiddles; fieles; luitachtige chordofonen: gestreken; lutelike chordophones: bowed; vedel; vedels; vitheles
vloerbedekking,300186091,"covering, floor; coverings, floor; covers, floor; floor covering; floor coverings; floor covers; floor-coverings; vloerbedekking; vloerbedekkingen",bedekkingen en voorhangen naar locatie of context; bedekkingen en voorhangen voor oppervlakte-elementen; coverings and hangings by location or context; coverings and hangings for surface elements
afgeleid werk,300387472,"afgeleid werk; afgeleide werken; derivative work; derivative works; works, derivative",abstracte begrippen; associated concepts; werk; werken; work; works
noordelijke renaissance,300252246,"noordelijke renaissance; northern renaissance; renaissance, northern","regionale stijl van renaissance en barok; regionale stijlen van renaissance en barok; renaissance- en barokstijl; renaissance- en barokstijlen; renaissance-baroque regional style; renaissance-baroque regional styles; renaissance-baroque style; renaissance-baroque styles; styles, renaissance-baroque; styles, renaissance-baroque regional"
discriminatie,300055301,bigotry; discriminatie; discrimination; discriminatory; social discrimination,"concepts, sociological; issues, social; problems, social; social issue; social issues; social problems; sociale kwestie; sociale kwesties; sociological concept; sociological concepts; sociologische begrippen"
natie,300128207,"countries; natie; naties; nation; nation states; nations; states; states, nation","overheidsinstanties naar mate van zelfstandigheid; political administrative bodies by degree of independence; politiek-administratieve eenheden naar mate van zelfstandigheid; soevereine staat; soevereine staten; sovereign state; sovereign states; states, sovereign"
beweegbaar prentenboek,300207697,"animated books; beweegbaar prentenboek; beweegbare prentenboeken; books, movable; manipulative books; movable book; movable books; movable picture books; movables; moveable books; participation books",boek; boeken; boeken naar interne vorm; book; books; books by internal form
goudslager,300264832,gold-beaters; goldbeater; goldbeaters; goudslager; goudslagers,"gold worker; gold workers; metaalwerker naar type metaal; metaalwerkers naar type metaal; metalworkers by type of metal; workers, gold"
administratieve eenheid,300000768,"administratieve eenheden; administratieve eenheid; administrative bodies; administrative body; bodies, administrative; overheidsinstanties; overheidsorganen",organisatie; organisaties; organisations; organization; organizations
verwijsbron,300163404,reference source; reference sources; verwijsbron; verwijsbronnen,"document genre; document genres; documentgenre; documentgenres; documents by function; documentsoort; documentsoorten; genres, document; soort document naar functie; soorten documenten; soorten documenten naar functie"
stijlmiddel,300065299,"artistic device; artistic devices; artistieke middelen; devices, artistic; stijlmiddel; stijlmiddelen","artistic concept; artistic concepts; artistieke begrippen; begrippen in de kunst; concepts in the arts and humanities; concepts, artistic"
rechtvaardigheid,300379066,judicial; justice; rechtvaardigheid,"abstracte begrippen; associated concepts; concepts, philosophical; filosofische begrippen; philosophical concept; philosophical concepts"
sociale kwestie,300055286,"issues, social; problems, social; social issue; social issues; social problems; sociale kwestie; sociale kwesties","concepts, social science; concepts, sociological; sociaal-wetenschappelijke begrippen; social science concept; social science concepts; sociological concept; sociological concepts; sociologische begrippen"
gouverneur-generaal,300162030,gouverneur-generaal; gouverneurs-generaal; governor general; governor generals; governor's general; governor-generals; governors general; governors' general; governors-general,heerser; heersers; onderkoning; onderkoningen; ruler; ruler's; rulers; rulers'; sovereigns; viceregal; viceroy; viceroy's; viceroyal; viceroys; viceroys'
politiek begrip,300055490,"concepts, political; political concept; political concepts; politiek begrip; politieke begrippen","abstracte begrippen; associated concepts; concepts, social science; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
hedendaagse kunst,300264737,contemporary; contemporary art; hedendaags; hedendaagse kunst,"stijl en periode naar algemeen tijdperk; stijlen en perioden; stijlen en perioden naar algemeen tijdperk; styles and periods; styles, periods, and cultures by general era"
emotie,300055150,emotie; emotion; emotions; feelings,"concepts, psychological; concepts, social science; psychological concept; psychological concepts; psychologisch begrip; psychologische begrippen; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
gegevensverwerking,300054636,"automatic data processing; data processing; data processing, automatic; data processing, electronic; electronic data processing; gegevensverwerking; processing, automatic data; processing, data; processing, electronic data","computer use functions; computer-use function; computer-use functions; functies voor computergebruik; functions, computer-use; functions, information handling; informatieverwerkingsactiviteiten; information handling function; information handling functions"
exacte wetenschap,300054462,exacte wetenschap; modern sciences; science; sciences; scientific; technologische wetenschappen,bètawetenschap en aanverwante vakgebieden; discipline; disciplines; science and related disciplines; specialismen; vakgebied; vakgebieden
marktplaats,300000250,"market places; market squares; market-place; market-places; marketplace; marketplaces; markt; markten; marktplaats; marktplaatsen; places, market; squares, market","commercial complex; commercial complexes; commerciële complexen; complexen naar functie; complexes by function; complexes, commercial"
vouwblad,300211825,leaflet; leaflets; vouwblad; vouwbladen,"artifacts, information; informatiedragers; informatiedragers naar fysieke vorm; information artifact; information artifacts; information artifacts by physical form"
anglicaans,300153822,anglicaans; anglican; anglicanism; church of england,christelijk; christendom; christian; christianity; protestant; protestantism; protestantisme
zadeldeken,300256296,"blanket, saddle; blankets, saddle; saddle blanket; saddle blankets; saddle-blankets; zadeldeken; zadeldekens","animal work equipment; animal work equipment for riding; benodigdheden voor werkdieren; equipment, animal work; werkuitrusting van dieren voor berijden"
frygische muts,300210776,"caps, phrygian; frygische muts; frygische mutsen; phrygian cap; phrygian caps; phrygische muts; phrygische mutsen",cap; caps; caps by form; mutsen en petten; petten en mutsen; petten en mutsen naar vorm
klimaatverandering,300379818,"change, climate; climate change; climate changes; climate variations; climatic change; climatic changes; climatic fluctuations; klimaatverandering; klimaatveranderingen; klimaatwijziging; klimaatwijzigingen","abstracte begrippen; associated concepts; concepts, environmental; environmental concept; environmental concepts; milieubegrip; milieubegrippen"
arsenaal,300000448,armories; armory; arsenaal; arsenal; arsenalen; arsenals; wapendepot; wapendepots,"buildings, military; militair gebouw; militaire gebouwen; militaire opslag- en distributiegebouwen; military architecture; military building; military buildings; military deployment and distribution buildings"
hongersnood,300380101,famine; famines; hongersnoden; hongersnood,event; events; gebeurtenis; gebeurtenissen
arianisme,300264312,arian; arianism; arianisme,"abrahamic religion; abrahamic religions; abrahamitische godsdienst; abrahamitische godsdiensten; abrahamitische religies; christelijk; christendom; christian; christianity; religions, abrahamic"
magistraat,300025467,magistraat; magistrate; magistrate's; magistraten; magistrates; magistrates',"functionaris; functionarissen; government officials; officer; officer's; officers; officers'; officers, public; overheidsfunctionaris; overheidsfunctionarissen; public officer; public officer's; public officers; public officers'; public officials"
maroniet,300022030,maroniet; maronite; maronite catholic,"christelijk; christelijke sekten; christendom; christian; christian sect; christian sects; christianity; sects, christian"
blusapparaat,300024797,"blusapparaat; blusapparaten; extinguisher, fire; extinguishers, fire; fire extinguisher; fire extinguishers","beschermings- en reddingsuitrusting; brandbestrijdingsuitrusting; equipment, firefighting; firefighting equipment; protective and life-saving equipment"
observatorium,300007680,observatietoren; observatietorens; observatoria; observatories; observatorium; observatory; sterrenwacht; sterrenwachten,"bouwconstructies voor onderzoek; buildings, research; onderzoeksgebouw; onderzoeksgebouwen; research building; research buildings; research facilities; research structure; research structures; structures, research"
spinhuis,300006490,rasphuis; rasphuizen; spinhuis; spinhuizen; tuchthuis; tuchthuizen; werkhuis; werkhuizen; werkinrichting; werkinrichtingen; work houses; workhouse; workhouses,"buildings, institutional; correctional facilities; correctional institution; correctional institutions; correctionele instellingen; corrections facilities; corrections institutions; instellingsgebouwen; institutional building; institutional buildings; institutions, correctional; penal institutions; strafrechtelijke instelling; strafrechtelijke instellingen"
rasphuis,300006490,rasphuis; rasphuizen; spinhuis; spinhuizen; tuchthuis; tuchthuizen; werkhuis; werkhuizen; werkinrichting; werkinrichtingen; work houses; workhouse; workhouses,"buildings, institutional; correctional facilities; correctional institution; correctional institutions; correctionele instellingen; corrections facilities; corrections institutions; instellingsgebouwen; institutional building; institutional buildings; institutions, correctional; penal institutions; strafrechtelijke instelling; strafrechtelijke instellingen"
landbouwgrond,300008632,farmland; farmlands; landbouwgrond,"agrarisch landschap; agricultural land; agricultural lands; agricultural landscape; cultural landscapes by function; cultuurlandschappen naar functie; land, agricultural; platteland"
oproer,300410379,insurrection; insurrections; oproer; oproeren; uprisings,"cultural event; cultural events; events, cultural; events, political; political event; political events; politieke gebeurtenis; politieke gebeurtenissen"
wassen beeld,300312200,wassen beeld; wassen beelden; wax works; waxwork; waxworks,beeldhouwwerk; beeldhouwwerken; beeldhouwwerken naar materiaal; sculpture; sculpture by material; sculpturen; sculptures; sculptuur
klimaat,300055322,climate; klimaat,"begrippen uit de aardkunde; concepts, earth sciences; earth sciences concept; earth sciences concepts; het weer en aanverwante verschijnselen; weather and related phenomena"
hardhout,300011916,hardhout; hardwood; hardwoods; loofhout,hout; hout naar samenstelling of herkomst; wood; wood by composition or origin; wooden
platteland,300008631,"agrarisch landschap; agricultural land; agricultural lands; agricultural landscape; land, agricultural; platteland","cultural landscape; cultural landscapes; cultural landscapes by function; cultuurlandschap; cultuurlandschappen; cultuurlandschappen naar functie; landscapes, cultural"
rijkdom,300055767,rijkdom; wealth,"concepts, economic; concepts, social science; economic concept; economic concepts; economische begrippen; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
gebruik,300068844,gebruik; use; utilization,"abstracte begrippen; associated concepts; concepts, functional; functional concept; functional concepts; functionele begrippen"
verval,300410469,decline; declining; verval,"abstracte begrippen; associated concepts; concepts, functional; functional concept; functional concepts; functionele begrippen"
gastvrijheid,300418019,gastvrijheid; hospitality,"behavior, human; concepts, psychological; human behavior; menselijk gedrag; psychological concept; psychological concepts; psychologisch begrip; psychologische begrippen"
werkhuis,300006490,rasphuis; rasphuizen; spinhuis; spinhuizen; tuchthuis; tuchthuizen; werkhuis; werkhuizen; werkinrichting; werkinrichtingen; work houses; workhouse; workhouses,"buildings, institutional; correctional facilities; correctional institution; correctional institutions; correctionele instellingen; corrections facilities; corrections institutions; instellingsgebouwen; institutional building; institutional buildings; institutions, correctional; penal institutions; strafrechtelijke instelling; strafrechtelijke instellingen"
vloeistof,300015378,liquid; vloeistof,materiaal naar vorm; materiaal naar vorm: toestand; materialen naar vorm; materialen naar vorm: toestand; materials by form; materials by physical state
bevolking,300055417,bevolking; population,begrippen uit de sociale en economische geografie; demografie; demographic; demographics; social and economic geography concepts
investituur,300379144,inhuldigingen; investiture; investituren; investitures; investituur,"ceremonial; ceremonie; ceremonies; ceremonies, cultural; ceremonieën; ceremony; cultural ceremonies; cultural ceremony; culturele ceremonie; culturele ceremonies"
zakhorloge,300200088,"pocket watch; pocket watches; watch, pocket; watches, pocket; zakhorloge; zakhorloges; zakuurwerk; zakuurwerken",horloge; horloges; timepieces by form; uurwerk naar vorm; uurwerken naar vorm; watch; watches; wrist watch
berkenhout,300011973,berkenhout; birch,hardhout; hardwood; hardwoods; hout naar samenstelling of herkomst; loofhout; wood by composition or origin
deltavlieger,300233968,"deltavlieger; deltavliegers; gliders, hang; hang glider; hang gliders; hang-glider; hang-gliders","aircraft, fixed wing; aircraft, fixed-wing; fixed wing aircraft; fixed-wing aircraft; glider; gliders; vliegtuig met vaste vleugels; vliegtuigen met vaste vleugels; zweeftoestellen; zweefvliegtuig; zweefvliegtuigen"
geslachtsgemeenschap,300380106,"geslachtsgemeenschap; intercourse, sexual; sexual intercourse",personal and passive activities; persoonlijke en passieve activiteiten; sex; sexual activities; sexual activity
locomotief,300113388,engines; locomotief; locomotieven; locomotive; locomotives,"geleid railvoertuig; geleid voertuig; geleide railvoertuigen; geleide voertuigen; guideway vehicle; guideway vehicles; guideway vehicles, rail; rail guideway vehicle; rail guideway vehicles; vehicles, guideway"
porfier,300011232,lapis porphyrite; porfier; porphyry,igneous rock by composition; igneous rock by composition: physical; stollingsgesteente naar samenstelling; stollingsgesteente naar samenstelling : fysisch
infraroodfotografie,300053463,"infra-red photography; infrared photography; infraroodfotografie; ir photography; photography, infra-red; photography, infrared","fotografische opnametechnieken; fotografische opnametechnieken naar type straling; picture-taking technique; picture-taking techniques; picture-taking techniques by radiation type; techniques, picture-taking"
aesthetische beweging,300018124,aesthetic movement; aestheticism; aesthetische beweging; esthetische beweging,modern british styles and movements; modern european regional styles and movements; moderne britse stijlen en stromingen; moderne europese regionale stijlen en stromingen
asbest,300011071,asbest; asbestos; asbestus,anorganisch materiaal; inorganic material; mineraal; mineral; minerals
atheïsme,300055990,atheism; atheist; atheïsme,"concepts, religious; ideologies, religious; religieus begrip; religieuze begrippen; religieuze ideologieën; religious concept; religious concepts; religious ideologies; religious ideology"
faillissement,300379082,bankroet; bankrupt; bankruptcies; bankruptcy; faillissement,"concepts, economic; concepts, social science; economic concept; economic concepts; economische begrippen; sociaal-wetenschappelijke begrippen; social science concept; social science concepts"
kinderarbeid,300386105,"child labor; child labour; kinderarbeid; labor, child","arbeid; concepts, economic; economic concept; economic concepts; economische begrippen; labor; labour"
bekering,300404347,bekering; bekeringen; conversion; conversions,event; events; gebeurtenis; gebeurtenissen
korset,300210582,corps; corset; corsets; corsetten; korset; korsetten,ondergoed; ondergoed en accessoires voor vorming en ondersteuning; onderkleding; underclothes; underclothing; undergarments; underlinens; underthings; underwear; underwear and accessories for shaping and supporting
bode,300025865,bode; bodes; boodschapper; boodschappers; couriers; koerier; koeriers; messenger; messenger's; messengers; messengers',people by occupation; people in service occupations; personen in dienstverlenende beroepen; personen naar beroep
crypte,300004618,crypt; crypte; crypten; crypts,"christian religious building space; christian religious building spaces; religious building space; religious building spaces; religious building spaces, christian; ruimte in christelijk religieus gebouw; ruimte in religieus gebouw; ruimten in christelijke religieuze gebouwen; ruimten in religieuze gebouwen; spaces, religious building"
verfstof,300013029,dye; dyes; dyestuff; dyestuffs; verfstof,"colorant; coloring matter; colourant; colouring matter; kleurmiddel; materiaal naar functie; materialen naar functie; materials by function; matter, coloring; matter, colouring"
vasten,300069095,fast; fasts; vasten,event; events; gebeurtenis; gebeurtenissen
azijn,300011755,azijn; vinegar,"acetic acid; acid; acid, acetic; acids; azijnzuur; ethanoic acid; zuur"
teer,300012991,goudrons; tar; tars; teer,"materiaal naar samenstelling; material, organic; materialen naar samenstelling; materials by composition; matter, organic; organic material; organic matter; organisch materiaal"
secularisatie,300069276,deconsecration; deconsecrations; secularisatie; secularisaties,"ceremonial; ceremonie; ceremonies; ceremonies, religious; ceremonieën; ceremony; godsdienstoefening; godsdienstoefeningen; kerkdienst; kerkdiensten; religieuze ceremonie; religieuze ceremonies; religious ceremonies; religious ceremony"
potas,300183873,"ash, pearl; pearl ash; potas; potash","compounds, potassium; kalium en kaliumverbinding; kalium en kaliumverbindingen; kaliumverbinding; kaliumverbindingen; potassium and potassium compounds; potassium compound; potassium compounds"
pesthuis,300006697,"houses, pest; pest houses; pest-houses; pesthouse; pesthouses; pesthuis; pesthuizen",hospitals by function; hospitals for contagious diseases; ziekenhuis naar functie; ziekenhuizen naar functie; ziekenhuizen voor besmettelijke ziekten
mummie,300262951,mummie; mummies; mummy,"beeldmateriaal naar locatie of context; natural visual work; natural visual works; natuurlijk beeldmateriaal; visual works by location or context; visual works, natural"
mijlpaal,300006973,mijlpaal; mijlpalen; mileposts; milestone; milestones; miliary pillars; millaria; millarium; milliariums,herkenningsteken; herkenningstekens; marker; markers; monumenten naar vorm; monuments by form
aanbevelingsbrief,300026896,"aanbevelingsbrief; aanbevelingsbrieven; letter of recommendation; letters of recommendation; letters of reference; recommandantiebrief; recommandantiebrieven; recommendation letter; recommendation, letters of; recommendations",brief; brieven; correspondence by internal form; correspondentie naar inhoud; letter; letters
laboratorium,300007660,laboratoria; laboratories; laboratorium; laboratory; labs,"bouwconstructies voor onderzoek; buildings, research; onderzoeksgebouw; onderzoeksgebouwen; research building; research buildings; research facilities; research structure; research structures; structures, research"
buskruit,300015125,"black powder; buskruit; gunpowder; powder, black; rookgevend kruit; salpeterkruit; zwart kruit",explosief; explosief en ontvlambaar materiaal; explosieve en ontvlambare materialen; explosive; explosive and incendiary materials; explosives; springstof
glasslijper,300435187,"glass grinder; glass grinders; glass-grinders; glasslijper; glasslijpers; grinders, glass",grinder; grinders; grinding and milling tools; grinding machines; slijp- en maalgereedschap; slijpgereedschap
